,molecule_chembl_id,canonical_smiles,classe_bioatividade,standard_value
2756,CHEMBL2178578,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1,Inactive,19952.62
2757,CHEMBL4802121,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,Inactive,20000.0
2758,CHEMBL4802121,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,Inactive,19952.62
2759,CHEMBL5027913,Cl.Cl.N=C(NOCC(O)CN1CCCCC1)c1cccnc1,Active,525.0
2760,CHEMBL5027913,Cl.Cl.N=C(NOCC(O)CN1CCCCC1)c1cccnc1,Active,524.81
2761,CHEMBL5027913,Cl.Cl.N=C(NOCC(O)CN1CCCCC1)c1cccnc1,Inactive,100000.0
2762,CHEMBL5027913,Cl.Cl.N=C(NOCC(O)CN1CCCCC1)c1cccnc1,Inactive,100000.0
2763,CHEMBL4650320,CC(C)C(=O)OC[C@H]1O[C@@H](n2cc/c(=N\O)[nH]c2=O)[C@H](O)[C@@H]1O,Inactive,14100.0
2764,CHEMBL4650320,CC(C)C(=O)OC[C@H]1O[C@@H](n2cc/c(=N\O)[nH]c2=O)[C@H](O)[C@@H]1O,Inactive,14125.38
2765,CHEMBL4650320,CC(C)C(=O)OC[C@H]1O[C@@H](n2cc/c(=N\O)[nH]c2=O)[C@H](O)[C@@H]1O,Intermediate,4560.0
2766,CHEMBL4650320,CC(C)C(=O)OC[C@H]1O[C@@H](n2cc/c(=N\O)[nH]c2=O)[C@H](O)[C@@H]1O,Intermediate,4570.88
2767,CHEMBL4303793,CC(C)(O)CC(=O)O,Inactive,20000.0
2768,CHEMBL4303793,CC(C)(O)CC(=O)O,Inactive,19952.62
2769,CHEMBL1555183,N[C@@H](CSCCCO)C(=O)O,Inactive,20000.0
2770,CHEMBL1555183,N[C@@H](CSCCCO)C(=O)O,Inactive,19952.62
2771,CHEMBL329091,Nc1ncc2ncn(CC3(OCP(=O)(O)O)CC3)c2n1,Inactive,20000.0
2772,CHEMBL329091,Nc1ncc2ncn(CC3(OCP(=O)(O)O)CC3)c2n1,Inactive,19952.62
2773,CHEMBL2079653,Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2F)cc1I,Inactive,20000.0
2774,CHEMBL2079653,Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2F)cc1I,Inactive,19952.62
2775,CHEMBL2153671,CC(C)[C@H](N/C(=N\S(=O)(=O)c1ccc(Cl)cc1)N1C[C@@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1)C(N)=O,Inactive,100000.0
2776,CHEMBL2153671,CC(C)[C@H](N/C(=N\S(=O)(=O)c1ccc(Cl)cc1)N1C[C@@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1)C(N)=O,Inactive,100000.0
2777,CHEMBL2153671,CC(C)[C@H](N/C(=N\S(=O)(=O)c1ccc(Cl)cc1)N1C[C@@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1)C(N)=O,Inactive,50100.0
2778,CHEMBL2153671,CC(C)[C@H](N/C(=N\S(=O)(=O)c1ccc(Cl)cc1)N1C[C@@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1)C(N)=O,Inactive,50118.72
2779,CHEMBL3188551,Cc1c(Cn2c(C)nc3c(C(=O)O)cc(N4CCOCC4)cc32)cccc1C(F)(F)F,Inactive,20000.0
2780,CHEMBL3188551,Cc1c(Cn2c(C)nc3c(C(=O)O)cc(N4CCOCC4)cc32)cccc1C(F)(F)F,Inactive,19952.62
2781,CHEMBL186141,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,Inactive,100000.0
2782,CHEMBL186141,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,Inactive,100000.0
2783,CHEMBL186141,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,Inactive,100000.0
2784,CHEMBL186141,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,Inactive,100000.0
2785,CHEMBL2105728,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,Inactive,20000.0
2786,CHEMBL2105728,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,Inactive,19952.62
2787,CHEMBL1630022,CCOc1nc(N)nc2c1ncn2[C@@H]1O[C@@H]2CO[P@](=O)(OC(C)C)O[C@H]2[C@@]1(C)F,Inactive,20000.0
2788,CHEMBL1630022,CCOc1nc(N)nc2c1ncn2[C@@H]1O[C@@H]2CO[P@](=O)(OC(C)C)O[C@H]2[C@@]1(C)F,Inactive,19952.62
2789,CHEMBL1630022,CCOc1nc(N)nc2c1ncn2[C@@H]1O[C@@H]2CO[P@](=O)(OC(C)C)O[C@H]2[C@@]1(C)F,Inactive,50100.0
2790,CHEMBL1630022,CCOc1nc(N)nc2c1ncn2[C@@H]1O[C@@H]2CO[P@](=O)(OC(C)C)O[C@H]2[C@@]1(C)F,Inactive,50118.72
2791,CHEMBL2419346,CN(C)c1cc2c(cc1Sc1nc3c(N)nccc3n1CCNCC(C)(C)C)OCO2,Inactive,20000.0
2792,CHEMBL2419346,CN(C)c1cc2c(cc1Sc1nc3c(N)nccc3n1CCNCC(C)(C)C)OCO2,Inactive,19952.62
2793,CHEMBL3621969,COc1ccc(C(=O)NC2(C(=O)O)Cc3ccccc3C2)cc1OCCc1cccc(C)c1,Inactive,20000.0
2794,CHEMBL3621969,COc1ccc(C(=O)NC2(C(=O)O)Cc3ccccc3C2)cc1OCCc1cccc(C)c1,Inactive,19952.62
2795,CHEMBL1090090,NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,Inactive,20000.0
2796,CHEMBL1090090,NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,Inactive,19952.62
2797,CHEMBL576982,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,Inactive,20000.0
2798,CHEMBL576982,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,Inactive,19952.62
2799,CHEMBL2396661,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,Inactive,20000.0
2800,CHEMBL2396661,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,Inactive,19952.62
2801,CHEMBL4092509,CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=N[C@@H]1c1ccc(F)cc1Br,Inactive,20000.0
2802,CHEMBL4092509,CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=N[C@@H]1c1ccc(F)cc1Br,Inactive,19952.62
2803,CHEMBL4785461,CN(C)N=Nc1ccc(C(=O)O)cc1,Inactive,20000.0
2804,CHEMBL4785461,CN(C)N=Nc1ccc(C(=O)O)cc1,Inactive,19952.62
2805,CHEMBL1318939,Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,Inactive,20000.0
2806,CHEMBL1318939,Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,Inactive,19952.62
2807,CHEMBL23093,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)nc1N,Inactive,20000.0
2808,CHEMBL23093,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)nc1N,Inactive,19952.62
2809,CHEMBL278663,COc1ccc(CC(C)N)cc1,Inactive,20000.0
2810,CHEMBL278663,COc1ccc(CC(C)N)cc1,Inactive,19952.62
2811,CHEMBL2105064,CC(N)Cc1cccc(O)c1,Inactive,20000.0
2812,CHEMBL2105064,CC(N)Cc1cccc(O)c1,Inactive,19952.62
2813,CHEMBL4740893,C=C1CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC2(C)C1(OC(C)=O)C(C)=O,Inactive,20000.0
2814,CHEMBL4740893,C=C1CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC2(C)C1(OC(C)=O)C(C)=O,Inactive,19952.62
2815,CHEMBL4796872,C[C@H](Oc1ccc2[nH]nc(/C=C/c3cnn(CCO)c3)c2c1)c1c(Cl)cncc1Cl,Inactive,20000.0
2816,CHEMBL4796872,C[C@H](Oc1ccc2[nH]nc(/C=C/c3cnn(CCO)c3)c2c1)c1c(Cl)cncc1Cl,Inactive,19952.62
2817,CHEMBL431733,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Inactive,20000.0
2818,CHEMBL431733,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Inactive,19952.62
2819,CHEMBL1164920,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O,Inactive,20000.0
2820,CHEMBL1164920,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O,Inactive,19952.62
2821,CHEMBL2105534,CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1,Inactive,20000.0
2822,CHEMBL2105534,CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1,Inactive,19952.62
2823,CHEMBL2424780,CCCCOc1nc(N)c2c(n1)N(Cc1cccc(CN3CCCC3)c1)CC(=O)N2,Inactive,20000.0
2824,CHEMBL2424780,CCCCOc1nc(N)c2c(n1)N(Cc1cccc(CN3CCCC3)c1)CC(=O)N2,Inactive,19952.62
2825,CHEMBL367808,CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@@]1(C)Cc1ccc(Br)cc1,Inactive,20000.0
2826,CHEMBL367808,CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@@]1(C)Cc1ccc(Br)cc1,Inactive,19952.62
2827,CHEMBL4792509,Cc1ccc([C@@]23Cn4cccc4C(=O)N2CCN3C(=O)c2conc2C)cn1,Inactive,20000.0
2828,CHEMBL4792509,Cc1ccc([C@@]23Cn4cccc4C(=O)N2CCN3C(=O)c2conc2C)cn1,Inactive,19952.62
2829,CHEMBL3890340,C[C@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,Inactive,20000.0
2830,CHEMBL3890340,C[C@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,Inactive,19952.62
2831,CHEMBL550936,CC(C)C(=O)OC[C@@]1(N=[N+]=[N-])O[C@@H](n2ccc(N)nc2=O)[C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,Inactive,20000.0
2832,CHEMBL550936,CC(C)C(=O)OC[C@@]1(N=[N+]=[N-])O[C@@H](n2ccc(N)nc2=O)[C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,Inactive,19952.62
2833,CHEMBL231779,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,Inactive,20000.0
2834,CHEMBL231779,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,Inactive,19952.62
2835,CHEMBL3318007,O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,Inactive,20000.0
2836,CHEMBL3318007,O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,Inactive,19952.62
2837,CHEMBL376408,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],Inactive,20000.0
2838,CHEMBL376408,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],Inactive,19952.62
2839,CHEMBL1800955,COC(=O)N1CCN(Cc2cccc(NC(=O)Nc3ccc(C)nc3)c2F)CC1,Inactive,20000.0
2840,CHEMBL1800955,COC(=O)N1CCN(Cc2cccc(NC(=O)Nc3ccc(C)nc3)c2F)CC1,Inactive,19952.62
2841,CHEMBL2068839,Cc1ccc(COC(=O)N2CC[C@H](CNc3ncccn3)[C@H](F)C2)cc1,Inactive,20000.0
2842,CHEMBL2068839,Cc1ccc(COC(=O)N2CC[C@H](CNc3ncccn3)[C@H](F)C2)cc1,Inactive,19952.62
2843,CHEMBL4785468,C=C[C@@H]1CN2CCC1C[C@@H]2[C@H](O)c1ccnc2ccccc12,Inactive,20000.0
2844,CHEMBL4785468,C=C[C@@H]1CN2CCC1C[C@@H]2[C@H](O)c1ccnc2ccccc12,Inactive,19952.62
2845,CHEMBL189568,CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(Cn2ccnc2)cc1,Inactive,20000.0
2846,CHEMBL189568,CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(Cn2ccnc2)cc1,Inactive,19952.62
2847,CHEMBL218650,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,Inactive,20000.0
2848,CHEMBL218650,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,Inactive,19952.62
2849,CHEMBL1236682,COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(C[C@H](O)CO)CC1,Inactive,20000.0
2850,CHEMBL1236682,COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(C[C@H](O)CO)CC1,Inactive,19952.62
2851,CHEMBL3907479,Cc1nc2ccc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)cc2[nH]1,Inactive,20000.0
2852,CHEMBL3907479,Cc1nc2ccc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)cc2[nH]1,Inactive,19952.62
2853,CHEMBL3617964,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,Inactive,20000.0
2854,CHEMBL3617964,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,Inactive,19952.62
2855,CHEMBL1088752,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,Inactive,20000.0
2856,CHEMBL1088752,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,Inactive,19952.62
2857,CHEMBL473417,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,Inactive,20000.0
2858,CHEMBL473417,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,Inactive,19952.62
2859,CHEMBL3969723,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO,Inactive,20000.0
2860,CHEMBL3969723,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO,Inactive,19952.62
2861,CHEMBL444172,O[C@@H](COc1cccc2ncccc12)CN1CCN([C@@H]2c3ccccc3[C@@H]3[C@H](c4ccccc42)C3(F)F)CC1,Inactive,20000.0
2862,CHEMBL444172,O[C@@H](COc1cccc2ncccc12)CN1CCN([C@@H]2c3ccccc3[C@@H]3[C@H](c4ccccc42)C3(F)F)CC1,Inactive,19952.62
2863,CHEMBL1201320,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,Inactive,20000.0
2864,CHEMBL1201320,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,Inactive,19952.62
2865,CHEMBL3187723,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,Inactive,20000.0
2866,CHEMBL3187723,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,Inactive,19952.62
2867,CHEMBL3039522,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c(-c2[nH]c3cc(F)ccc3c2C[C@@H]2C[C@H](O)CN2C(=O)[C@H](CC)NC(=O)[C@H](C)NC)[nH]c2cc(F)ccc12,Inactive,20000.0
2868,CHEMBL3039522,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c(-c2[nH]c3cc(F)ccc3c2C[C@@H]2C[C@H](O)CN2C(=O)[C@H](CC)NC(=O)[C@H](C)NC)[nH]c2cc(F)ccc12,Inactive,19952.62
2869,CHEMBL451887,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,Inactive,20000.0
2870,CHEMBL451887,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,Inactive,19952.62
2871,CHEMBL20684,COc1ccc(S(=O)(=O)Nc2cccnc2Nc2ccc(O)cc2)cc1,Inactive,20000.0
2872,CHEMBL20684,COc1ccc(S(=O)(=O)Nc2cccnc2Nc2ccc(O)cc2)cc1,Inactive,19952.62
2873,CHEMBL1358,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,Inactive,20000.0
2874,CHEMBL1358,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,Inactive,19952.62
2875,CHEMBL1201760,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,Inactive,20000.0
2876,CHEMBL1201760,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,Inactive,19952.62
2877,CHEMBL223360,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,Inactive,20000.0
2878,CHEMBL223360,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,Inactive,19952.62
2879,CHEMBL2107832,O=C(NC[C@H](O)CO)c1ccncc1Nc1ccc(I)cc1F,Inactive,20000.0
2880,CHEMBL2107832,O=C(NC[C@H](O)CO)c1ccncc1Nc1ccc(I)cc1F,Inactive,19952.62
2881,CHEMBL1088751,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,Inactive,20000.0
2882,CHEMBL1088751,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,Inactive,19952.62
2883,CHEMBL566653,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,Inactive,20000.0
2884,CHEMBL566653,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,Inactive,19952.62
2885,CHEMBL87563,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1,Inactive,20000.0
2886,CHEMBL87563,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1,Inactive,19952.62
2887,CHEMBL305686,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@H]1O,Inactive,20000.0
2888,CHEMBL305686,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@H]1O,Inactive,19952.62
2889,CHEMBL525076,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,Inactive,20000.0
2890,CHEMBL525076,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,Inactive,19952.62
2891,CHEMBL3234237,Fc1ccc(CN2CCC(Nc3ccc(C(F)(F)F)nn3)CC2)cc1F,Inactive,20000.0
2892,CHEMBL3234237,Fc1ccc(CN2CCC(Nc3ccc(C(F)(F)F)nn3)CC2)cc1F,Inactive,19952.62
2893,CHEMBL402812,OCC(O)C(O)CO,Inactive,20000.0
2894,CHEMBL402812,OCC(O)C(O)CO,Inactive,19952.62
2895,CHEMBL4793658,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@H](C)[C@H](C)O)[C@@H](O)[C@@H]1O,Inactive,20000.0
2896,CHEMBL4793658,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@H](C)[C@H](C)O)[C@@H](O)[C@@H]1O,Inactive,19952.62
2897,CHEMBL1173655,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,Inactive,20000.0
2898,CHEMBL1173655,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,Inactive,19952.62
2899,CHEMBL601,NCC(=O)CCC(=O)O,Inactive,20000.0
2900,CHEMBL601,NCC(=O)CCC(=O)O,Inactive,19952.62
2901,CHEMBL37858,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,Inactive,20000.0
2902,CHEMBL37858,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,Inactive,19952.62
2903,CHEMBL1200522,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,Inactive,20000.0
2904,CHEMBL1200522,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,Inactive,19952.62
2905,CHEMBL880,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,Inactive,20000.0
2906,CHEMBL880,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,Inactive,19952.62
2907,CHEMBL1075790,CO[C@H]1[C@H](O)[C@H](O[C@H]2CC[C@@]3(C=O)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)O[C@@H](C)[C@@H]1O,Inactive,20000.0
